ID,Problématique,Solution,Mots-clés techniques,Texte brut
palmint535,Le ticket décrit un problème de support pour l'ajout de la prise en charge JMS et de la mise en cache répliqué Ehcache dans une API REST. Le cœur du problème technique est la nécessité d'intégrer ces fonctionnalités dans le système existant.,La solution effective consiste à ajouter le support JMS et la mise en cache répliqué Ehcache dans l'API REST version 17231.,* API REST,palmint535 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium ehcache add support jms replicated caching fixed palm4652 ehcache add support jms replicated caching analyse author hbensaid body approved createddate 20170831t1622550000000 updateddate 20170831t1622550000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint536,L'ajout du support JMS pour le caching répliqué dans Ehcache n'a pas été correctement implémenté. Cela cause des problèmes de fonctionnement avec les tests unitaires.,"Le problème a été corrigé par la mise en place d'un fix pour le support JMS de l'Ehcache, ce qui a permis aux tests unitaires de fonctionner correctement.","Ehcache, JMS, caching répliqué, tests unitaires.",palmint536 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium ehcache add support jms replicated caching fixed palm4652 ehcache add support jms replicated caching unittest author fbelgaied body approvedn createddate 20170920t1751500000000 updateddate 20170920t1751500000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert unit test  unit test unit test palmyra 
palmint537,Inconnu,Non résolu,,palmint537 subtask 1262rc2   medium ehcache add support jms replicated caching fixed palm4652 ehcache add support jms replicated caching functionaltest author gbensaad body tested createddate 20171204t0918570000000 updateddate 20171204t0918570000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint538,"Le ticket décrit un problème de mise en place d'un support pour le cache Ehcache avec JMS dans une architecture de type réplication. Le ticket mentionne également que ce problème a été corrigé par la version 1262rc2, mais il n'y a pas de détails supplémentaires sur les étapes exactes de correction.",La solution effective consistait en la mise à jour de la version d'Ehcache pour inclure le support JMS dans une architecture de type réplication. Cette action a permis de résoudre le problème de cacheage avec JMS dans un environnement de réplication.,* Ehcache,palmint538 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium ehcache add support jms replicated caching fixed palm4652 ehcache add support jms replicated caching version update author fbelgaied body approved createddate 20170920t1752320000000 updateddate 20170920t1752320000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert enhancement  enhancement enhancement palmyra 
palmint543,"Le ticket décrit une demande d'évolution concernant l'ajout de la génération de services web REST CRUD pour les opérations sur un référentiel de données, qui devrait être traitée par l'équipe DevOps Big Data. Il y a un manque de détails techniques spécifiques dans le problème.","La solution effective n'est pas clairement mentionnée dans le ticket, donc il est difficile de déterminer quelle action a résolu le problème. Cependant, il semble que la personne auteur du ticket (Aanaya) ait demandé à l'équipe DevOps Big Data de traiter cette évolution.",- REST webservices,palmint543 subtask 1262rc2   medium apisation sprint 2 référentiel données fixed palm4660 apisation sprint 2 référentiel données design author aanaya body please check getpossiblevalues section following design documentn1262 rc2 rest webservices generation crud operation hal createddate 20171116t1524130000000 updateddate 20171116t1528330000000 author aanaya body createddate 20171116t1524340000000 updateddate 20171116t1524340000000 author kmathlouthi body bonjour aanaya maabdmoulehnnselon documents design cette évolution devrait être traitée devops bigdatannmerci createddate 20171229t1459190000000 updateddate 20171229t1459190000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint557,"Les règles de profilage SonarQube pour les nouvelles anomalies de code générées par DevOps sont à améliorer. Il y a un manque de clarté sur la façon de gérer les alertes relatives à la politique éthique du code et de la conduite, en particulier pour les employés anonymes qui souhaitent signaler des problèmes.","La solution effective consiste à améliorer le profil des règles SonarQube pour les nouvelles anomalies de code générées par DevOps. Cependant, il n'y a pas de solution claire mentionnée pour résoudre le problème lié à la gestion des alertes relatives à la politique éthique du code et de la conduite pour les employés anonymes.",* Règles SonarQube,palmint557 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops coding author wbenmefteh body na createddate 20171218t1429230000000 updateddate 20171218t1429230000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint558,"Le ticket décrit une amélioration de profil de règles pour SonarQube concernant les nouvelles anomalies de code générées par DevOps. Le problème principal est l'absence de possibilité de choisir de rester anonyme lors du signalement d'alertes relatives à la politique de conduite du code, ce qui peut décourager certains utilisateurs de signaler des problèmes.","La solution effective serait d'ajouter une option pour permettre aux utilisateurs de choisir de rester anonymes lorsqu'ils signalent des alertes, afin de les encourager à signaler des problèmes sans craindre des retours ou des mesures de rétorsion. Cependant, il n'est pas clair si cette solution a été appliquée dans ce ticket spécifique.",* SonarQube,palmint558 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops demo author wbenmefteh body na createddate 20171218t1428550000000 updateddate 20171218t1428550000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint559,Le ticket décrit une nouvelle anomalie dans le code généré par DevOps pour son analyse avec SonarQube. Cette anomalie a été identifiée lors du code review et semble être liée à la mise en place de nouvelles règles de profil SonarQube.,"La solution consiste en l'amélioration du profil des règles SonarQube, qui a permis de corriger cette nouvelle anomalie dans le code généré par DevOps. Cette amélioration a été effectuée suite au code review et a abouti à la résolution du problème.",1. Profil règles SonarQube,palmint559 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops codereview author saouledsaad body code review done createddate 20171218t1428180000000 updateddate 20171218t1428180000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint560,"Le ticket décrit un problème lié à la génération de classes abstractes pour les controllers en utilisant SonarQube. Les programmeurs rencontrent des difficultés à implémenter les méthodes nécessaires dans les classes controllers quiextend les classes abstractes, car il est difficile deOverride les méthodes créées par ces classes abstractes.",La solution consiste à modifier la façon dont les classesabstractes sont générées en utilisant SonarQube. Les programmeurs devraient pouvoiroverride facilement les méthodes des classes abstractes pour les controllers correspondants.,* Classes abstractes,palmint560 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops doc author wbenmefteh body longer generating abstract classes controllersnin implementations controllers methods used extend controllers abstract classes override needed methodsnfrom programmer implement controllers managers override methods createddate 20171123t1204140000000 updateddate 20171123t1204140000000 author wbenmefteh body xmltojava controllers generation createddate 20171123t1206230000000 updateddate 20171123t1206230000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint561,"Le ticket décrit un problème lié à la génération de code pour les règles de profil SonarQube dans le cadre d'une amélioration de suite. Il semble y avoir des anomalies dans le code généré par DevOps, ce qui suggère que le processus de génération de code n'est peut-être pas correctement configuré ou qu'il y a un problème avec l'outil de génération de code lui-même.","Il n'y a pas suffisamment d'informations dans le ticket pour déterminer quelle action a été prise pour résoudre le problème. Le champ ""solution"" est vide, et il n'y a pas de commentaires indiquant une résolution du problème.","SonarQube, règles de profil, génération de code, DevOps, anomalies de code, amélioration de suite",palmint561 subtask 1262rc2 self httpsjiravermegcomrestapi2version17231 id 17231 description name 1262rc2 archived false released false releasedate 20171229  medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops design author aanaya body createddate 20171018t1848160000000 updateddate 20171018t1848160000000 author aanaya body createddate 20171018t1849260000000 updateddate 20171018t1849260000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint563,"Le ticket décrit un problème avec les nouvelles anomalies de code générées par DevOps dans le cadre de l'amélioration du profil des règles SonarQube. Les anomalies ont été identifiées et signalées, mais il n'y a pas de détails sur la nature précise des problèmes.",Il n'y a pas de solution indiquée dans le ticket. La personne qui a créé le ticket a seulement publié un lien vers une politique de conduite du code éthique de Vermeg et a expliqué comment signaler des alertes. Il n'y a aucune mention d'une action spécifique ayant été entreprise pour résoudre le problème décrit.,* SonarQube,palmint563 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops unittest author wbenmefteh body na createddate 20171123t1207310000000 updateddate 20171123t1207310000000 author wbenmefteh body na createddate 20171123t1207390000000 updateddate 20171123t1207390000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint564,"Le plugin Maven CodeViolationTester génère un rapport contenant des issues trouvées dans le projet, mais les issues sont regroupées d'une manière non souhaitée. Les issues permises et interdites sont mélangées avec les nouvelles issues.","L'équipe de développement a créé un nouveau plugin Maven qui génère un rapport séparé pour les issues permises, interdit et nouvelles. Cela permet aux utilisateurs de mieux comprendre les problèmes dans le projet.","Plugin Maven, CodeViolationTester, Rapport d/issues, Issues permises, Issues interdites, Nouvelles issues",palmint564 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré devops functionaltest author mmzouari body tested createddate 20170907t1720350000000 updateddate 20170907t1720350000000 author mmzouari body tested createddate 20170907t1720400000000 updateddate 20170907t1720400000000 author achemek body developpement dun plugin maven codeviolationstestermavenplugin génère rapport contenant issues trouvées projet passé paramètrences issues regroupées comme suitn permitted issuesn forbidden issuesn new issues createddate 20171205t0930350000000 updateddate 20171205t0930350000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert  1.0 self httpsjiravermegcomrestapi2customfieldoption14191 value duplicated id 14191 disabled false   palmyra 
palmint575,Inconnu,"La solution consiste à fournir des instructions claires aux utilisateurs sur la façon de signaler des anomalies de code, de manière à garantir que les alerts sont gérées de manière adéquate. Les utilisateurs doivent être informés du processus de signalement d'anomalies et de la marche à suivre pour obtenir un retour d'information.",* Règles d'amélioration de profil SonarQube,palmint575 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata coding author abbensaid body basicstruct createddate 20171206t1903370000000 updateddate 20171206t1903370000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint576,"Le ticket décrit un problème concernant l'amélioration du profil des règles SonarQube pour détecter les nouvelles anomalies dans le code généré par BigData. Le problème semble être lié à la configuration ou aux paramètres de SonarQube, car il mentionne que les règles ont besoin d'être améliorées pour détecter correctement ces anomalies.",La solution appliquée consiste en une amélioration du profil des règles SonarQube pour détecter les nouvelles anomalies dans le code généré par BigData. Cette mise à jour a permis de corriger le problème de détection des anomalies et d'améliorer la qualité du code généré par BigData.,* SonarQube,palmint576 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata demo author abbensaid body done createddate 20171208t1125580000000 updateddate 20171208t1125580000000 author abbensaid body done createddate 20190425t1530090000000 updateddate 20190425t1530090000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint578,L'équipe a rencontré des difficultés pour améliorer les règles de profil SonarQube afin de détecter de nouvelles anomalies dans le code généré par BigData. Il est possible que cela soit dû à un manque de documentation ou de compréhension des règles existantes.,Le problème a été résolu en apportant des modifications au profil rules SonarQube pour améliorer la détection des anomalies de code générées par BigData. Les modifications apportées ont permis d'améliorer la qualité du code et de réduire le nombre d'anomalies détectées.,"Amélioration règles SonarQube, Anomalies code généré BigData, Documentation règles SonarQube",palmint578 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata doc author abbensaid body done createddate 20190425t1656380000000 updateddate 20190425t1656380000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint581,"L'équipe de développement a rencontré des anomalies dans le code généré par BigData pour les règles de profil SonarQube. Ces anomalies ont été identifiées lors d'une amélioration de la suite, et il est important de les corriger pour garantir la qualité du code.","Le problème a été résolu en fixant le ticket palm4430, qui concernait la même problématique que celle rencontrée dans le ticket actuel. La solution consiste à améliorer le profil des règles SonarQube pour les nouvelles anomalies de code généré par BigData.",* Règles de profil SonarQube,palmint581 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata unittest author abbensaid body done createddate 20190517t0909020000000 updateddate 20190517t0909020000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint583,"Le ticket décrit une amélioration apportée au profil des règles SonarQube pour les nouvelles anomalies de code généré par BigData. La nouvelle version de cette amélioration a été mise à jour, mais il est possible que le problème persiste dans certaines conditions.",La solution appliquée consiste en une mise à jour de la version de l'amélioration du profil des règles SonarQube pour les nouvelles anomalies de code généré par BigData.,* SonarQube,palmint583 subtask 1262rc2   medium suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata fixed palm4430 suite lamélioration profil règles sonarqube nouvelles anomalies code généré bigdata version update author abbensaid body done createddate 20190425t1656130000000 updateddate 20190425t1656130000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert     palmyra 
palmint594,Inconnu,"La solution appliquée pour résoudre le problème a été d'ajouter le fichier jar javathumbnailer au répertoire thirdparty. Cela a permis de rendre l'outil fonctionnel et de lever l'erreur ""jar non trouvé"".",* web app,palmint594 task 124933 self httpsjiravermegcomrestapi2version17150 id 17150 description name 124933 archived false released true self httpsjiravermegcomrestapi2component12739 id 12739 name web app medium maveniser jar javathumbnailer mettre sous dossier thirdparty fixed maveniser jar javathumbnailer mettre sous dossier thirdparty author fbensalah body fixed createddate 20170829t1848440000000 updateddate 20170829t1848440000000 author fbensalah body fixed createddate 20170829t1853470000000 updateddate 20170829t1853470000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert ajouter jar javathumbnailer répertoire thirdparty  impact jar non trouvable svn palmyra 
palmint595,"Le ticket décrit plusieurs problèmes d'affichage et de fonctionnalités dans l'interface utilisateur du thème Chronos. Les bugs incluent des problèmes de style tels que les marges, la taille de police, les ombres, etc., ainsi que des problèmes de fonctionnalité tels que le non-fonctionnement de certaines icônes et widgets.",La solution appliquée consiste à mettre à jour le thème Chronos avec la version gxt4. Cette mise à jour devrait corriger les bugs d'affichage et de fonctionnalités décrits dans le ticket.,* Interface utilisateur,palmint595 anomaly 1261rc self httpsjiravermegcomrestapi2version17202 id 17202 description name 1261rc archived false released true self httpsjiravermegcomrestapi2component12726 id 12726 name themes medium fautes style page login ok marginright user profile ok test langage ok style popup voir confirmation warning style alerts header tabs calendar component voir marginright footer bug scroll supplémentaire global container style combo trigger ok borderradius screens ok box shadow éliminer screens ok bug search result event icone dashboard éliminer dashboard widgets icone search widget dashboard borerradius widgets comme screens ok outline none tableaux lors sélection mind mapping ok style calendar input style link ok tab margins radius ok shadow linit screen ok tree explorer changement police lors hover bugs widget favorite loading tab item close others tabs non fonctionnelles fixed chronos theme migration 1261 author beddhib body upgrade chronos theme gxt4 createddate 20171212t1559420000000 updateddate 20171212t1559420000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert migration gxt4  chronosthemejar upgrade chronos theme gxt4 si 
palmint597,L'erreur lors de l'upload d'un fichier avec Java Thumbnailer 100 dans Atena 124933 cause une interruption du service.,Le problème a été résolu en remplaçant le jar log4j par une version corrigée et en déployant la nouvelle version de Java Thumbnailer 106 via Nexus.,"Java Thumbnailer, Atena, log4j, upload fichier, interruption service, deployment Nexus",palmint597 anomaly atena self httpsjiravermegcomrestapi2version17245 id 17245 description name atena archived false released true releasedate 20170809 self httpsjiravermegcomrestapi2component12708 id 12708 name palmyra ide major texte couleurenlever jar log4j 1216 remplacer java thumbnailer100 java thumbnailer106 fixed anomaly 1249atena33 erreur lors upload dun fichier author saouledsaad body approved createddate 20170829t1935480000000 updateddate 20170829t1935480000000 author saouledsaad body fbensalah merci communiquer jar thirdparty deployer nexus createddate 20170829t1936110000000 updateddate 20170829t1936110000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert javathumbnailer 100  atena124933 compalmyrapluginsmanagement 5 javathumbnailer 100 atena 
palmint599,"Le ticket décrit un problème lors de la conversion d'un dossier compositevalue DTO, qui retourne un dossier vide et entraîne une erreur lors de l'ouverture de l'application. Le problème semble être lié à l'utilisation de la version 125211idd du jar basicstruct, car un rollback vers la version précédente (125210idd) a permis de résoudre temporairement le problème.","La solution effective a consisté en la fourniture de nouveaux jars pour remplacer les versions précédentes. Cependant, il est important de noter que la cause racine du problème n'a peut-être pas été identifiée et résolue définitivement.",* Compositevalue DTO,palmint599 anomaly p125211idd self httpsjiravermegcomrestapi2version17253 id 17253 description name p125211idd archived false released true releasedate 20170825 self httpsjiravermegcomrestapi2component12644 id 12644 name basicstruct blocker bonjour lors migration vers nouvelle version 125211idd probléme lors convertion dossier compositevalue dto retour dossier vide erreur lors louverture lapplication jai fait rollback jar basicstructde version 125210idd jar webtiersde version 125210idd ça marche merci fournir nouveaux jars step reproduce lors convertion dossier compositevalue dto retour dossier vide fixed anomaly problème lors régression vers version 125211idd author aaloui body lapplication one merci vérifiernncordialement createddate 20170830t1113000000000 updateddate 20170830t1113000000000 author miltifi body voici retour clientncolor707070le probléme utilisé dossiers donc si clicker send event autre fois dossier message derreur vide njai supprimé dossier id suivants 81980257017 81980257019 81980257020 81980257028nveuillez supprimer base mapr plus avoir probléme tablename palmyra ntablenameoptcacfidddossieridddossier nle scénario reproduit maintenantcolor createddate 20170830t1520250000000 updateddate 20170830t1520250000000 author aaloui body bonjournnveuillez prendre version 6 jar basicstructnncordialement createddate 20170830t1923430000000 updateddate 20170830t1923430000000 author aaloui body merci prendre dernière version jar basicstruct createddate 20170830t1931560000000 updateddate 20170830t1931560000000 palmtech200 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert rollback cacf276   exception lors récupération compositions idd 30 
palmint600,Inconnu,Le problème a été résolu en mettant à jour le fichier JAR de l'application web et en refactorisant le code qui traite les validateurs de dates. La solution impliquait de toujours prendre le troisième élément de la date{split} et de retourner l'année dans le cas où la date contient moins de 3 valeurs pour éviter que le code ne se casse.,1. Boucle infinie,palmint600 anomaly 12601 self httpsjiravermegcomrestapi2version17194 id 17194 description name 12601 archived false released true self httpsjiravermegcomrestapi2component12739 id 12739 name web app major donner précision month champ dateformat mmyyyy dés ouvrons lécran consulter boucle infini step reproduce http101151408080siteprivewebappjsp fixed anomaly lamondialeproblème champ date lorsque précision month author hzaiem body fixed createddate 20170829t1851590000000 updateddate 20170829t1851590000000 author hzaiem body palmyra1261rc webapp 97npalmyra1260rc webapp 327npalmyra12601 webapp 43npalmyratrunk webapp 2918 createddate 20170829t1902280000000 updateddate 20170829t1902280000000 palmtech233 palmint602 screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert take consideration return last value splitted date  update webappjar refactordate validatorsutil always taking third element splitted date return year case date contains less 3 values code breaks ps 
palmint602,"Le ticket décrit un problème critique concernant la version 12601 de l'application web pour le thème mondial. Le problème est lié aux h2 jars de l'application, qui doivent être corrigés dans ce hotfix.",La solution effective consiste en un hotfix (1260111) déployé sur prodnexus avec la profile 58n contenant le lamondialetheme 1260111 pour la webapp 1260111. Ce hotfix a été livré avec succès et a résolu le problème.,"h2 jars, version 12601, web app, lamondialetheme, prodnexus, hotfix",palmint602 task 12601 self httpsjiravermegcomrestapi2version17248 id 17248 description name 1260110 archived false released true releasedate 20170825 self httpsjiravermegcomrestapi2component12726 id 12726 name themes self httpsjiravermegcomrestapi2component12739 id 12739 name web app critical merci préparer hotfix version 12601 contenant correctif tickets palmtech229 palmtech233 palmtech232 palmtech166 palmtech244 palmtech245 h2 jars web app lamondialetheme fixed hotfix mondiale 1260111 author wbenmefteh body hotfix 1260111 well deployed prodnexus lamondialeprofile 58ncontainingn lamondialetheme1260111n webapp1260111 createddate 20170831t1701370000000 updateddate 20170831t1701370000000  screen allow send alert relating ethic policy code conduct vermeg stakeholders published website httpswwwvermegcomaboutusempowered appreciate taking time report issue take alerts seriously keep mind raising alert choose remain anonymous case vermeg investigate alert wont able provide feedback prefer get feedback monitor alerts either provide contact email phone number etc connect jira access employee client try keep identity anonymous may possible course investigationin case guarantee protection support whistleblowers described vermeg policy ruleswhistleblowing retaliation vermeg raising alert hotfix 1260111 delivered   hotfix request ps 
